ChangesetId,CodeChurn
72483,193
72491,1
72491,1
72492,744
72492,744
72517,73
72525,232
72531,160
72533,338
72533,338
72533,338
72536,136
72536,136
72536,136
72537,1
72537,1
72546,3
72546,3
72546,3
72546,3
72551,1064
72551,1064
72551,1064
72560,81
72560,81
72560,81
72564,2697
72581,2
72581,2
72588,23
72588,23
72592,314
72592,314
72599,3592
72599,3592
72645,1
72645,1
72646,2
72646,2
72655,547
72655,547
72655,547
72686,110
72689,6
72689,6
72694,198
72705,30
72705,30
72705,30
72707,552
72707,552
72707,552
72707,552
72707,552
72707,552
72715,237
72715,237
72715,237
72715,237
72715,237
72721,379
72721,379
72721,379
72728,1
72728,1
72748,48
72748,48
72750,343
72753,484
72754,990
72767,1
72769,212
72769,212
72769,212
72800,1
72808,7
72808,7
72808,7
72824,705
72825,1
72825,1
72830,9
72830,9
72835,480
72835,480
72835,480
72836,2
72836,2
72836,2
72837,65
72837,65
72859,67
72859,67
72871,657
72872,2586
72876,241
72882,10
72882,10
72882,10
72882,10
72884,9
72884,9
72897,4
72897,4
72897,4
72901,15
72901,15
72903,6
72904,137
72904,137
72921,3
72921,3
72927,23
72927,23
72927,23
72953,1
72953,1
72965,4
73002,9
73006,37
73014,333
73014,333
73014,333
73017,2
73023,304
73025,138155
73039,1
73041,138369
73056,424
73056,424
73061,327
73061,327
73061,327
73065,320
73070,158
73070,158
73070,158
73079,36
73092,605
73092,605
73092,605
73092,605
73092,605
73096,285
73102,522
73102,522
73111,1
73111,1
73111,1
73118,59
73119,1
73142,18
73142,18
73142,18
73163,1
73163,1
73191,426
73191,426
73191,426
73199,1
73199,1
73204,2
73204,2
73204,2
73209,143
73209,143
73215,27
73216,66
73219,23
73219,23
73220,276
73221,1
73223,188
73226,3767
73277,84
73277,84
73279,73
73279,73
73298,97
73300,623
73302,5
73308,391
73317,566
73317,566
73318,1
73318,1
73320,1
73320,1
73336,1
73336,1
73353,486
73353,486
73353,486
73380,4
73380,4
73398,11540
73398,11540
73407,83
73408,12
73409,33
73410,69
73410,69
73411,249
73412,51
73416,125
73429,431
73429,431
73429,431
73442,5
73442,5
73443,5
73443,5
73446,265
73446,265
73467,1
73468,973
73468,973
73471,39
73471,39
73472,1043
73472,1043
73478,229
73478,229
73480,4
73484,104
73484,104
73485,603
73486,926
73487,724
73497,9
73521,1243
73541,1864
73543,1864
73567,969
73567,969
73574,257
73575,375
73578,12
73581,2
73581,2
73595,990
73595,990
73602,1
73602,1
73602,1
73609,1
73609,1
73609,1
73622,387
73622,387
73625,255
73625,255
73641,588
73641,588
73641,588
73646,16
73646,16
73648,835
73648,835
73650,1
73650,1
73669,4
73670,98
73671,1
73672,397
73673,83
73675,2035
73676,1
73677,1
73679,314
73701,1
73701,1
73701,1
73701,1
73701,1
73707,124
73707,124
73708,52
73708,52
73709,1
73709,1
73710,1
73710,1
73712,53
73712,53
73731,265
73731,265
73731,265
73733,194
73736,165
73738,769
73738,769
73758,94
73758,94
73758,94
73758,94
73758,94
73762,1
73762,1
73764,1
73764,1
73769,242
73769,242
73769,242
73771,13
73771,13
73771,13
73781,1643
73781,1643
73809,3
73810,1
73812,315
73812,315
73813,161
73840,160
73851,1
73851,1
73865,100
73865,100
73865,100
73867,102
73867,102
73884,26
73884,26
73884,26
73902,1
73902,1
73915,86
73915,86
73918,2
73920,2000
73922,5
73929,733
73932,8181
73945,14
73945,14
73948,272
73948,272
73973,301
73973,301
73973,301
73982,203
73982,203
73993,144
73993,144
73993,144
74022,2
74023,60
74024,1
74025,1
74026,1
74027,1
74028,1
74031,2532
74033,948
74036,2957
74036,2957
74036,2957
74068,204
74068,204
74068,204
74069,2317
74069,2317
74069,2317
74069,2317
74089,26
74090,1
74091,4
74092,167
74093,10
74095,208
74100,1473
74107,30
74107,30
74107,30
74149,3
74150,1
74151,66
74152,1
74153,1
74180,2
74180,2
74196,1
74196,1
74199,1
74199,1
74200,1876
74200,1876
74204,1
74204,1
74215,263
74215,263
74215,263
74216,1271
74216,1271
74217,57992
74217,57992
74219,79
74219,79
74230,2
74230,2
74234,359
74234,359
74236,2
74240,1
74241,4
74242,129
74245,305
74246,7989
74270,1325
74270,1325
74270,1325
74286,368
74286,368
74286,368
74310,2
74310,2
74314,624
74314,624
74314,624
74316,40734
74316,40734
74337,3
74337,3
74340,40
74342,4
74347,223
74348,15
74348,15
74349,795
74350,1
74350,1
74352,2
74359,14
74362,22
74393,1
74393,1
74394,1
74394,1
74410,1822
74410,1822
74410,1822
74410,1822
74412,190
74412,190
74425,149
74425,149
74428,2
74429,11
74429,11
74432,5
74432,5
74433,1
74433,1
74434,5
74436,15
74436,15
74437,2
74437,2
74438,3
74439,1
74439,1
74462,78
74469,319
74469,319
74496,12105
74510,3
74518,8
74557,1139
74557,1139
74573,175
74574,179
74575,93
74576,158
74577,4
74579,7
74580,369
74584,404
74594,1
74594,1
74594,1
74594,1
74601,4
74605,2
74618,419
74618,419
74622,3
74625,2
74631,2
74635,1371
74635,1371
74635,1371
74640,205
74640,205
74645,2
74648,111
74652,1
74654,395
74658,146
74676,2
74692,2
74700,2
74701,1
74701,1
74710,322
74716,257
74716,257
74720,184
74720,184
74729,150
74733,2
74735,1
74736,13
74738,1
74739,1
74751,2
74751,2
74777,177
74804,1
74805,2
74807,157
74809,137
74824,4
74834,4
74853,2
74867,1900
74867,1900
74875,657
74875,657
74877,49
74877,49
74883,1
74883,1
74884,2
74886,79
74888,3
74889,3
74892,1
74893,553
74896,1
74899,3
74900,127
74900,127
74901,2843
74901,2843
74904,3671
74904,3671
74905,93
74905,93
74913,2
74943,31
74956,391
74956,391
74963,153
74963,153
74965,578
74965,578
74982,2
74983,1
74984,678
74985,7
74986,3
74987,53
74990,1
74990,1
75040,1059
75040,1059
75043,68
75054,7
75056,249
75058,180
75060,226
75063,606
75071,2
75077,2
75088,27
75121,1007
75141,1678
75141,1678
75141,1678
75141,1678
75158,2
75162,27
75189,1302
75226,14841
75226,14841
75249,2
75257,4136
75258,89
75261,3
75264,2
75264,2
75268,69
75269,2
75271,500
75271,500
75298,584
75298,584
75298,584
75315,1
75316,1073
75316,1073
75317,2677
75322,1
75328,1493
75328,1493
75335,1188
75335,1188
75355,381
75369,2
75372,36
75372,36
75372,36
75372,36
75412,678
75412,678
75421,551
75430,1
75432,700
75448,130
75448,130
75460,2779
75469,80
75469,80
75485,3
75485,3
75485,3
75490,2252
75490,2252
75496,264085
75496,264085
75496,264085
75496,264085
75496,264085
75500,6
75501,3
75502,1
75505,41
75505,41
75506,81
75506,81
75507,135
75508,108
75524,429
75525,2
75528,2
75538,555
75538,555
75551,181
75551,181
75574,360
75575,287
75603,119
75603,119
75610,996
75610,996
75626,689
75638,979
75639,694
75640,694
75652,8036
75652,8036
75652,8036
75656,2
75684,4
75684,4
75712,6
75758,2
75758,2
75769,4
75769,4
75769,4
75770,634
75770,634
75771,401
75772,22
75774,1
75774,1
75780,7755
75780,7755
75781,3
75787,319
75787,319
75787,319
75787,319
75787,319
75865,1
75865,1
75866,567
75866,567
75868,863
75870,2
75890,1
75897,110
75902,6
75904,2
75910,2
75942,99
75942,99
75951,103
75954,14
75957,1177
76000,109
76000,109
76018,638
76018,638
76018,638
76018,638
76018,638
76025,153
76025,153
76027,129
76027,129
76029,829
76029,829
76029,829
76044,1
76045,1
76047,8
76054,508
76056,561
76066,9
76102,1
76102,1
76112,154
76112,154
76134,2
76134,2
76144,1
76145,30
76147,1024
76149,536
76149,536
76158,88
76158,88
76163,1
76163,1
76172,1
76176,44
76176,44
76176,44
76176,44
76198,100
76198,100
76204,1
76204,1
76206,1
76206,1
76238,1
76238,1
76238,1
76248,319
76248,319
76279,1
76279,1
76280,64
76284,2
76290,259
76292,64
76325,1
76325,1
76326,18
76326,18
76328,244
76328,244
76338,1
76338,1
76352,38
76352,38
76356,2
76356,2
76356,2
76369,12
76370,2
76372,4
76373,4
76375,70
76388,1
76388,1
76444,2343
76444,2343
76444,2343
76454,328
76454,328
76456,1
76456,1
76461,226
76461,226
76467,28
76467,28
76470,599
76478,1
76503,8
76503,8
76505,1
76505,1
76507,1
76507,1
76508,94
76508,94
76508,94
76512,3
76512,3
76514,1093
76514,1093
76531,20
76531,20
76531,20
76531,20
76531,20
76541,48
76541,48
76544,451
76546,36
76547,1231
76550,1
76551,299
76559,185
76559,185
76559,185
76559,185
76561,2802
76561,2802
76561,2802
76567,128
76567,128
76583,3
76583,3
76583,3
76583,3
76583,3
76583,3
76583,3
76586,36
76586,36
76587,2761
76587,2761
76591,956
76591,956
76600,184
76601,74
76604,183
76625,1
76625,1
76626,46
76626,46
76635,3
76635,3
76635,3
76647,1428
76652,138
76652,138
76655,384
76655,384
76670,1
76671,2
76673,52
76674,2627
76676,187
76685,39
76685,39
76686,1
76697,2
76697,2
76698,2
76698,2
76702,160
76702,160
76706,6
76706,6
76737,984
76739,2
76766,2466
76766,2466
76767,60
76767,60
76769,52
76769,52
76770,244
76770,244
76772,236
76772,236
76773,728
76773,728
76775,75
76775,75
76775,75
76779,99
76779,99
76781,27
76781,27
76785,2167
76785,2167
76785,2167
76798,9069
76798,9069
76801,1
76803,5
76805,1
76808,470
76810,306
76810,306
76815,202
76820,80
76827,42
76827,42
76829,466
76829,466
76836,1
76836,1
76837,1
76837,1
76840,27
76840,27
76844,4
76844,4
76847,4
76847,4
76848,151
76848,151
76851,1207
76851,1207
76879,234
76879,234
76897,1
76898,7
76899,254
76899,254
76900,4
76902,2
76903,2
76904,1
76906,304
76906,304
76907,112
76909,2401
76912,760
76912,760
76935,289
76935,289
76937,37
76937,37
76944,87
76944,87
76966,151
76966,151
76966,151
76976,3
76979,1
76980,1433
76980,1433
76981,1016
76982,13
76982,13
76985,1552
76986,253
76987,191
76988,1
76988,1
76988,1
77003,774
77003,774
77003,774
77008,1
77008,1
77025,168
77025,168
77044,3402
77044,3402
77046,87
77046,87
77067,1
77069,2
77071,183
77072,3
77073,275
77080,653
77080,653
77081,1579
77081,1579
77086,106
77086,106
77094,1
77094,1
77100,203
77100,203
77100,203
77109,61
77109,61
77109,61
77119,385
77119,385
77119,385
77123,11
77123,11
77131,301
77131,301
77153,39
77153,39
77157,1029
77157,1029
77160,151
77160,151
77163,1
77164,1
77166,2
77169,1
77170,32
77172,1945
77173,1
77175,57
77176,468
77177,2
77180,1
77185,263
77192,3
77192,3
77194,3
77194,3
77203,71
77203,71
77220,2
77220,2
77227,113
77227,113
77231,1111
77231,1111
77234,1
77235,356
77240,10
77260,3004
77260,3004
77278,814
77278,814
77284,2062
77284,2062
77296,798
77297,1094
77316,972
77316,972
77316,972
77317,355
77317,355
77334,471
77334,471
77344,164
77344,164
77359,346
77360,211
77361,2
77361,2
77378,431
77378,431
77400,463
77400,463
77405,2
77405,2
77417,457
77417,457
77417,457
77424,264
77445,468
77445,468
77448,294
77448,294
77454,16
77454,16
77454,16
77454,16
77464,2465
77464,2465
77470,2172
77470,2172
77488,825
77489,246
77490,586
77491,486
77492,755
77494,797
77504,301
77504,301
77506,46
77506,46
77515,409
77515,409
77518,1
77518,1
77527,2288
77527,2288
77528,71
77528,71
77546,140
77546,140
77558,176
77558,176
77573,188
77573,188
77580,9
77583,185
77585,4
77588,52
77589,20
77589,20
77589,20
77590,45
77590,45
77619,748
77619,748
77621,263
77621,263
77623,263
77623,263
77626,1
77626,1
77626,1
77632,61
77632,61
77634,1200
77634,1200
77641,395
77641,395
77643,305
77643,305
77647,69
77651,19
77652,21
77680,1
77682,878
77682,878
77682,878
77682,878
77682,878
77683,14
77683,14
77700,184
77700,184
77701,215
77701,215
77701,215
77725,2
77725,2
77726,632
77726,632
77748,65
77749,60
77751,3
77753,3
77760,5
77761,1
77764,194
77770,4521
77774,4334
77776,2
77776,2
77777,4521
77783,183
77783,183
77785,2
77787,1
77795,338
77795,338
77799,102
77799,102
77799,102
77805,632
77805,632
77805,632
77811,36
77811,36
77814,2
77814,2
77816,1
77816,1
77818,35
77818,35
77823,335
77823,335
77824,2
77824,2
77829,2156
77829,2156
77851,20
77851,20
77851,20
77854,156
77854,156
77855,559
77856,171
77859,3
77860,21
77860,21
77861,3
77864,2
77868,472
77874,2
77874,2
77891,235
77892,2
77895,69
77895,69
77911,1
77911,1
77915,34
77915,34
77917,161
77917,161
77925,1
77925,1
77925,1
77930,322
77930,322
77934,10
77934,10
77942,153
77942,153
77943,23
77944,1
77947,84
77947,84
77948,322
77956,1388
77984,321
77984,321
77984,321
77988,57
77988,57
77988,57
77993,97
77993,97
77993,97
78019,80
78019,80
78025,1
78026,1
78027,452
78028,6
78030,3
78060,17
78060,17
78060,17
78061,50
78061,50
78062,428
78064,216
78066,5
78070,194
78070,194
78072,1
78072,1
78073,1
78073,1
78085,28
78085,28
78087,256
78087,256
78087,256
78106,5
78106,5
78106,5
78118,362
78119,117
78119,117
78120,418
78120,418
78122,159
78124,4
78142,114
78142,114
78146,1
78146,1
78152,774
78152,774
78158,4
78158,4
78158,4
78159,1
78159,1
78162,6
78168,4
78194,125
78194,125
78218,2
78219,1
78220,6
78221,3
78222,1
78224,103
78225,2
78226,31
78230,135
78231,1079
78236,4
78236,4
78237,2277
78237,2277
78237,2277
78244,479
78244,479
78246,44
78246,44
78249,175
78249,175
78260,17
78260,17
78265,330
78265,330
78265,330
78265,330
78272,1018
78275,1018
78282,107
78282,107
78282,107
78282,107
78282,107
78289,1
78289,1
78289,1
78294,280
78294,280
78303,33
78305,806
78305,806
78311,7
78313,109
78314,161
78315,95
78316,1
78316,1
78318,15
78323,1111
78323,1111
78366,1
78366,1
78374,735
78374,735
78374,735
78394,1
78394,1
78395,151
78395,151
78409,341
78412,9
78413,14
78418,15
78419,15
78439,150
78439,150
78439,150
78439,150
78439,150
78468,72
78468,72
78468,72
78481,2
78484,122
78484,122
78486,80
78486,80
78495,243
78495,243
78500,209
78500,209
78500,209
78515,8
78515,8
78519,469
78521,469
78533,236
78540,1
78540,1
78541,1
78541,1
78551,148
78551,148
78551,148
78551,148
78552,708
78552,708
78553,1
78553,1
78563,1039
78563,1039
78563,1039
78568,842
78568,842
78592,109
78593,7
78594,2
78596,2
78598,128
78606,1
78606,1
78606,1
78610,282
78610,282
78610,282
78611,169
78611,169
78611,169
78615,128
78615,128
78615,128
78624,1
78624,1
78636,1056
78636,1056
78639,69
78639,69
78639,69
78639,69
78641,241
78641,241
78641,241
78641,241
78641,241
78666,12
78666,12
78667,175
78667,175
78668,803
78668,803
78671,117
78672,3
78673,52
78675,158
78678,9
78681,147
78685,224
78685,224
78685,224
78699,981
78699,981
78699,981
78712,23
78712,23
78722,1
78722,1
78727,2
78727,2
78744,212
78744,212
78754,8680
78754,8680
78758,82
78762,1
78763,125
78763,125
78764,61
78764,61
78770,1371
78773,489
78773,489
78773,489
78774,6
78798,1093
78798,1093
78808,1
78808,1
78809,3
78809,3
78812,3
78812,3
78821,134
78821,134
78828,27
78828,27
78832,34
78832,34
78836,16
78836,16
78853,744
78854,60
78855,1088
78856,296
78857,1
78857,1
78858,4
78859,327
78860,196
78861,307
78864,1678
78867,1044
78903,80
78903,80
78913,355
78913,355
78933,2197
78933,2197
78992,62
78994,61
78994,61
78994,61
78994,61
78996,5
78997,82
78998,64
79000,35
79000,35
79000,35
79000,35
79001,36
79002,293
79003,38
79005,126
79006,129
79006,129
79007,8
79028,174
79028,174
79033,1
79033,1
79036,1
79036,1
79048,1260
79048,1260
79048,1260
79062,524
79062,524
79073,318
79074,3
79074,3
79078,21
79082,92
79085,1
79091,123
79097,243
79099,2
79120,424
79120,424
79121,21
79121,21
79124,1
79124,1
79126,117
79126,117
79152,393
79154,1070
79160,4
79161,59
79165,97
79165,97
79190,1
79190,1
79197,24
79197,24
79207,26
79207,26
79208,41
79208,41
79208,41
79233,1
79234,245
79235,1
79243,2
79243,2
79244,5
79245,764
79246,160
79247,1
79248,2
79277,13023
79281,335
79281,335
79294,208
79294,208
79318,163
79319,449
79322,118
79324,21
79325,128
79326,241
79327,355
79327,355
79336,240
79339,244
79339,244
79341,350
79341,350
79341,350
79342,1433
79342,1433
79348,1702
79361,1433
79361,1433
79364,51
79364,51
79364,51
79366,84
79366,84
79366,84
79367,99
79367,99
79368,51
79368,51
79368,51
79380,213
79380,213
79388,95
79388,95
79393,1
79393,1
79396,1
79396,1
79418,28
79419,89
79420,126
79431,75
79431,75
79431,75
79449,346
79449,346
79452,99
79452,99
79452,99
79456,1
79456,1
79456,1
79457,5
79457,5
79459,5
79459,5
79464,16
79464,16
79482,1952
79482,1952
79483,161
79483,161
79486,564
79486,564
79495,94
79495,94
79496,523
79496,523
79502,485
79502,485
79510,296
79510,296
79513,1457
79513,1457
79532,13
79532,13
79535,19
79535,19
79541,5
79541,5
79542,806
79543,35
79544,3
79545,126
79546,128
79552,199
79569,340
79569,340
79570,2
79570,2
79609,165
79609,165
79609,165
79613,65
79613,65
79624,788
79624,788
79631,3569
79631,3569
79664,1
79665,1
79665,1
79675,627
79677,3
79680,209
79681,54
79685,5
79687,1
79701,1
79701,1
79712,1
79712,1
79717,1639
79717,1639
79717,1639
79718,484
79724,918
79724,918
79741,692
79741,692
79755,44
79755,44
79755,44
79761,1
79767,37
79767,37
79774,2429
79774,2429
79774,2429
79774,2429
79774,2429
79780,64
79780,64
79784,246
79784,246
79825,701
79827,153
79835,15
79836,151
79837,5
79838,78
79839,56
79842,1
79846,32
79851,1
79851,1
79852,2
79866,180
79866,180
79866,180
79911,33
79911,33
79911,33
79915,409
79919,4
79923,763
79923,763
79926,718
79926,718
79926,718
79927,402
79927,402
79927,402
79945,403
79945,403
79945,403
79957,5196
79957,5196
79958,189
79958,189
79958,189
79959,1
79959,1
79987,700
79987,700
79994,113
80003,1
80005,17
80005,17
80008,2
80008,2
80009,27
80013,2
80015,121
80015,121
80018,457
80018,457
80018,457
80018,457
80018,457
80040,617
80040,617
80040,617
80040,617
80041,62
80041,62
80042,22655
80042,22655
80042,22655
80044,3
80044,3
80050,455
80050,455
80050,455
80055,1
80056,1
80072,238
80072,238
80084,2
80088,1
80095,470
80098,43
80098,43
80098,43
80102,1
80106,349
80106,349
80111,2
80125,1
80125,1
80129,101
80129,101
80129,101
80156,10
80156,10
80156,10
80156,10
80156,10
80162,83
80162,83
80182,1
80188,2
80189,2
80190,2
80190,2
80190,2
80192,235
80193,127
80203,1
80203,1
80215,1
80215,1
80217,42
80217,42
80217,42
80222,142
80222,142
80230,256
80230,256
80232,129
80232,129
80247,2
80277,1821
80277,1821
80290,828
80311,1
80313,2
80314,67
80315,2
80316,23
80348,4
80348,4
80374,1593
80374,1593
80386,107
80389,21
80389,21
80391,3
80393,242
80415,20
80422,4
80422,4
80433,67
80438,1
80438,1
80447,28
80447,28
80454,6
80461,1712
80461,1712
80472,41
80472,41
80475,100
80475,100
80485,200
80485,200
80489,133
80489,133
80490,22
80492,311
80492,311
80494,3
80494,3
80495,133
80495,133
80496,26
80496,26
80496,26
80503,763
80503,763
80512,1
80514,3
80518,2115
80532,1
80532,1
80539,3
80539,3
80539,3
80539,3
80539,3
80555,46
80555,46
80555,46
80556,417
80556,417
80557,417
80557,417
80564,1
80564,1
80575,3
80577,2
80594,48
80594,48
80608,91
80608,91
80609,214
80609,214
80623,65
80623,65
80628,1
80632,33
80634,268
80634,268
80634,268
80642,381
80642,381
80642,381
80661,88
80661,88
80667,451
80667,451
80673,133
80673,133
80673,133
80676,732
80676,732
80676,732
80679,6
80679,6
80689,133
80689,133
80689,133
80691,537
80691,537
80693,204
80693,204
80702,120
80702,120
80704,17
80707,2
80707,2
80710,210
80710,210
80719,182
80730,349
80730,349
80747,421
80747,421
80758,228
80758,228
80760,1
80760,1
80766,1
80766,1
80767,1
80767,1
80769,175
80769,175
80797,2008
80797,2008
80801,1
80803,4
80805,150
80811,1
80811,1
80815,94
80815,94
80819,2
80821,64
80821,64
80821,64
80822,77
80822,77
80826,77
80826,77
80847,453
80847,453
80870,138
80870,138
80870,138
80883,299
80885,1
80886,1
80887,1
80888,221
80889,139
80890,245
80890,245
80915,354
80915,354
80915,354
80930,1
80930,1
80953,1
80953,1
80961,2
80963,17
80964,898
80965,2
80968,1
80971,3
80974,2
80982,37
80982,37
80986,1
80986,1
80987,1
80987,1
80990,331
80990,331
80999,80
80999,80
81014,2
81014,2
81022,2379
81022,2379
81039,11
81039,11
81049,1592
81051,5
81053,6
81054,5
81055,10
81068,760
81068,760
81068,760
81068,760
81076,87
81076,87
81077,1
81077,1
81084,3
81084,3
81093,125
81093,125
81096,737
81096,737
81111,114
81111,114
81114,241
81114,241
81119,153
81119,153
81130,2
81130,2
81132,1
81136,223
81136,223
81142,31
81142,31
81144,1096
81145,1
81145,1
81152,1
81154,1
81155,3
81155,3
81155,3
81156,1
81157,790
81161,1981
81165,28
81165,28
81166,1
81166,1
81170,44
81170,44
81172,39
81172,39
81174,9490
81176,2
81177,9339
81183,43
81183,43
81184,3
81184,3
81190,4096
81190,4096
81192,252
81192,252
81205,98
81205,98
81207,261
81207,261
81210,31
81210,31
81222,13
81222,13
81226,204
81226,204
81229,222
81229,222
81243,6522
81247,6
81248,2
81249,2
81249,2
81249,2
81249,2
81249,2
81249,2
81249,2
81249,2
81249,2
81249,2
81251,2
81252,161
81252,161
81256,232
81256,232
81268,22
81279,35
81279,35
81297,75
81297,75
81298,977
81298,977
81298,977
81305,251
81305,251
81314,10
81314,10
81333,1
81333,1
81333,1
81333,1
81333,1
81333,1
81333,1
81334,126
81334,126
81335,2
81336,4
81337,3
81338,6
81339,13
81341,19
81343,5
81344,4
81345,2
81346,6
81347,4
81348,2
81363,1
81363,1
81376,674
81376,674
81382,172
81382,172
81397,29
81397,29
81400,1541
81400,1541
81402,1
81402,1
81405,2
81405,2
81422,40
81422,40
81439,153
81439,153
81443,6
81444,8
81449,4
81450,4
81451,1
81452,2
81453,17
81454,7
81456,327
